scan_rate,design,power,centroid_x,centroid_y,run_order,index,index_x,index_y,dist2center,num_pixel,area,equivalent_diameter,major_axis_length,minor_axis_length,orientation,eccentricity,surround_height_avg,surround_height_std,height_max_raw,height_avg_raw,volume_raw,height_max_rela,height_avg_rela,volume_rela,redundant_volume,unformed_volume,absolute_error
30,0,40,671.2128757484641,193.6902738973114,1,1.0,5.0,5.0,2.8284271247461903,1189.0,10.685590559999998,3.6885385262784975,3.809108591351513,3.5784252603237214,-0.3581621477138051,0.34271609055984226,1.8489635006221488,0.05147155467548284,3.467,2.7176484440706474,29.03967855935999,1.6180364993778513,0.8686849434484987,9.28241163132741,0.0,-6.415420448696387,6.415420448696387
30,0,40,592.6953864487376,193.4383311647226,1,2.0,4.0,5.0,2.23606797749979,1248.0,11.215825919999999,3.778946028750561,3.816714783951694,3.7433574435898267,-0.29925169735428847,0.19511697479505238,1.8962410714285713,0.044435960152047496,3.533,2.7810352564102563,31.191607313279995,1.6367589285714286,0.8847941849816849,9.923697553782855,0.0,-6.167870589644671,6.167870589644671
30,0,40,513.0754230917058,192.9446211640045,1,3.0,3.0,5.0,2.0,1240.0,11.143929599999998,3.7668145495185583,3.841727629527173,3.6963924921999056,-0.30713015693105045,0.2724521682537778,1.890805508474576,0.04457620464445313,3.517,2.7654532258064513,30.81801606047999,1.6261944915254238,0.8746477173318752,9.747012586747115,0.007984305184186923,-6.245113465016686,6.253097770200873
30,0,40,434.08355972429376,192.64365843104545,1,4.0,2.0,5.0,2.23606797749979,1241.0,11.152916639999999,3.76833312025129,3.818302548217315,3.720657218554105,-0.44167453606012874,0.22470416041426852,1.8754285714285717,0.043504511536988234,3.53,2.7504778404512487,30.675850074719992,1.6545714285714281,0.875049269022677,9.75935155330285,0.0,-6.308201249115026,6.308201249115026
30,0,40,355.52230464810805,192.6007720019465,1,5.0,1.0,5.0,2.8284271247461903,1184.0,10.64065536,3.6807748078699634,3.8261377104035037,3.552182968694928,-0.597157910100596,0.37158448912706116,1.8446407284768211,0.05728329504192344,3.513,2.7127609797297296,28.86555465936,1.6683592715231788,0.8681202512529085,9.237368404618808,0.0,-6.402960550536256,6.402960550536256
30,0,40,672.1696255792097,273.32708297836825,1,6.0,5.0,4.0,2.23606797749979,1265.0,11.368605599999999,3.804596985019257,3.8827755336779948,3.73003223354907,-0.06918538371954584,0.27772260624446177,1.8832059957173448,0.052012343766592556,3.524,2.751295652173913,31.278395158559995,1.6407940042826552,0.8680896564565681,9.868968929694216,0.0,-6.34250687590098,6.34250687590098
30,0,40,593.2596763911639,272.92757734519705,1,7.0,4.0,4.0,1.4142135623730951,1326.0,11.91681504,3.895248407511739,3.9219982787225494,3.8709701942600945,0.014445304247022202,0.1607861713033436,1.947014511873351,0.033880192200317016,3.613,2.8309600301659126,33.73602706512,1.665985488126649,0.8839455182925615,10.533815246929391,0.022619724996023292,-5.875849665031034,5.898469390027057
30,0,40,513.5983185501716,272.88361052196495,1,8.0,3.0,4.0,1.0,1344.0,12.078581759999999,3.9215976261147496,3.934678783188898,3.910171302917739,0.49956818935976555,0.11143775946717163,1.9533249113475177,0.03883557149659727,3.622,2.8514047619047624,34.44092554752,1.6686750886524822,0.8980798505572447,10.84753090196426,0.041017318436054474,-5.625611585092796,5.66662890352885
30,0,40,434.0938012073858,272.3049318822529,1,9.0,2.0,4.0,1.4142135623730951,1347.0,12.10554288,3.925971969500443,3.99179618161465,3.862733411598015,-0.35921178590924907,0.2522273765306227,1.9228122503328893,0.0439176466826536,3.578,2.821166295471418,34.15174956144,1.6551877496671106,0.8983540451385286,10.875063414845913,0.0015112507309992793,-5.699362675444663,5.700873926175662
30,0,40,355.1971988859044,271.7879241110977,1,10.0,1.0,4.0,2.23606797749979,1269.0,11.404553759999999,3.8106074105436374,3.8779667487858793,3.748419159067144,-0.364113957166456,0.25631261200129046,1.8928193908193909,0.04888541028916335,3.552,2.7797675334909373,31.70200827599999,1.6591806091806092,0.8869481426715464,10.1152477754298,0.006406568858138524,-6.062705370695161,6.0691119395532995
30,0,40,671.7004277533848,353.37919406019637,1,11.0,5.0,3.0,2.0,1329.0,11.943776159999999,3.899652307626552,3.9419867252105902,3.8632750657722785,-1.4929056105668688,0.19883741746857167,1.9031404667547334,0.04714407399141286,3.544,2.778617005267118,33.187179545279996,1.6408595332452667,0.8754765385123846,10.45649580932354,0.01960926314229776,-5.979071351052814,5.998680614195112
30,0,40,592.5486944498703,353.0536533541683,1,12.0,4.0,3.0,1.0,1316.0,11.826944639999999,3.880532645016863,3.9389927757164807,3.8237359859542033,-0.13540812092891394,0.2401348990352054,1.985196584938704,0.05091612868204021,3.662,2.87101367781155,33.95531982815999,1.6768034150612958,0.8858170928728459,10.476509718572887,0.004304913434502562,-5.979553573659394,5.9838584870938964
30,0,40,513.2203917338911,353.03847809085147,1,13.0,3.0,3.0,0.0,1348.0,12.114529919999999,3.9274290012705904,3.974747770091709,3.883733906542023,-1.2325475288112486,0.21277153335778906,2.0187038188277087,0.05108888680394135,3.686,2.9148731454005934,35.31231793296,1.6672961811722913,0.8961693265728847,10.856670120153462,0.010017314831223655,-5.748439169353979,5.758456484185203
30,0,40,433.7071211283626,352.7298957624862,1,14.0,2.0,3.0,1.0,1317.0,11.835931679999998,3.8820067315448705,3.9759091934055495,3.7927723916007547,-0.3526177192011104,0.3000025986378495,1.9708309242225144,0.05608931123837117,3.624,2.862454062262718,33.879810718079995,1.6531690757774857,0.8916231380402038,10.55319054615106,0.017141068664255108,-5.803715588261582,5.820856656925837
30,0,40,354.3461674177954,352.25139141143075,1,15.0,1.0,3.0,2.0,1251.0,11.242787039999998,3.783485304896001,3.877184836568716,3.6964475165753137,-0.2436551502610789,0.3017585076094366,1.9245057471264366,0.05454513003057836,3.588,2.802248601119105,31.505084255519996,1.6634942528735635,0.8777428539926682,9.86827598332138,0.0,-6.260593622408077,6.260593622408077
30,0,40,671.720059598128,433.21626289215476,1,16.0,5.0,2.0,2.23606797749979,1328.0,11.934789119999998,3.898184893724126,3.980879918977872,3.819821806498179,0.6724664596111238,0.28156525435725144,1.901512764084507,0.04810221305156788,3.541,2.7730918674698795,33.09626664863999,1.6394872359154928,0.8715791033853724,10.402112800303096,0.026297489044003235,-6.047372878098675,6.073670367142678
30,0,40,592.6207227974683,433.2625893355671,1,17.0,4.0,2.0,1.4142135623730951,1339.0,12.03364656,3.91429619057606,3.9473708984593956,3.8840795862443662,-0.6753254098997652,0.17835497097731123,1.9755174701459532,0.04949301819484283,3.634,2.861031366691561,34.42864026384,1.6584825298540466,0.885513896545608,10.655961254998251,0.02049877516689309,-5.866850697398616,5.887349472565509
30,0,40,512.8961786786501,433.32155294123606,1,18.0,3.0,2.0,1.0,1368.0,12.294270719999998,3.9564569572262047,4.02927577681686,3.8882115313942482,-0.6105182850315946,0.2622860362954485,1.9893136200716846,0.050008209298967564,3.671,2.886524122807018,35.4877090056,1.6816863799283153,0.8972105027353334,11.030548813455487,0.048166891063018066,-5.521801429326446,5.5699683203894645
30,0,40,433.56223812749846,432.8801548351063,1,19.0,2.0,2.0,1.4142135623730951,1352.0,12.15047808,3.9332517309338053,4.029488033806428,3.8428985937489166,-0.6246867001909312,0.30077855445637985,1.9635195729537367,0.04513251119844118,3.638,2.8604585798816564,34.75593927359999,1.6744804270462632,0.8969390069279197,10.898237742774656,0.02855503423924695,-5.552179496236776,5.580734530476023
30,0,40,354.7659447586432,432.6654893539673,1,20.0,1.0,2.0,2.23606797749979,1311.0,11.78200944,3.873153797030398,3.960243010846933,3.790541028538828,-0.44661594663614873,0.2895972540958162,1.9162573176059414,0.044341290455826195,3.571,2.7948085430968725,32.92846063776,1.6547426823940588,0.8785512254909311,10.351098832257719,0.012639338272131697,-5.969272133982309,5.98191147225444
30,0,40,671.6209099184412,513.0455079509378,1,21.0,5.0,1.0,2.8284271247461903,1221.0,10.97317584,3.7378444872440166,3.79559649386767,3.6925893944780017,-0.16400467257050927,0.23138854255525543,1.8524909625893236,0.05060592317258429,3.492,2.7234488124488125,29.88488271024,1.6395090374106764,0.870957849859489,9.557173635736492,0.005489377112468893,-6.350490674879938,6.3559800519924075
30,0,40,592.4071331516254,513.1589478279826,1,22.0,4.0,1.0,2.23606797749979,1247.0,11.20683888,3.777431724530772,3.8435478613741307,3.7167575494690954,0.012752667367369665,0.2547301853480018,1.8928950276243093,0.05096959199407192,3.583,2.780943063352045,31.16558084544,1.690104972375691,0.8880480357277358,9.952211254101218,0.0,-6.158668522701633,6.158668522701633
30,0,40,512.9204299081981,513.613715898016,1,23.0,3.0,1.0,2.0,1308.0,11.755048319999998,3.8687197328440113,3.9151057180658637,3.8244505128881596,-0.24107162650174938,0.21394931921614774,1.9107949389179757,0.04083027709450512,3.601,2.8044533639143734,32.966484804,1.6902050610820243,0.8936584249963977,10.50499796740775,0.023129653882433276,-5.810447915994142,5.833577569876575
30,0,40,433.4291008067071,513.1066779811725,1,24.0,2.0,1.0,2.23606797749979,1307.0,11.74606128,3.867240581678171,3.961940884610966,3.7775988045038145,-0.23832683855907544,0.301482297679911,1.8900863497601395,0.04870874708091493,3.57,2.789638102524866,32.767260101279994,1.6799136502398604,0.8995517527647265,10.566190012505887,0.0020970736583800684,-5.8369835005394055,5.839080574197785
30,0,40,354.4099214553163,512.6025087074125,1,25.0,1.0,1.0,2.8284271247461903,1247.0,11.20683888,3.777431724530772,3.9103364983834896,3.658095094552997,-0.19970120668171143,0.3533434139088792,1.8487564810879726,0.05621135009195181,3.524,2.7373464314354456,30.677000415840006,1.6752435189120274,0.888589950347473,9.95828440393133,0.0035215514933065527,-6.057435246854719,6.060956798348025
